samples	stack
12	model/lowering/LoweredSourceCoordinatesKt.loweredFieldFromSourceCoordinate:23;model/testing/GJSchema.fieldFromSource$model_testFixtures:71;model/SourceSchemaAdapter.field:26;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3071;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ArbitraryRegistry.world$lambda$6$0$0:397;semantics.arbitrary.ArbitraryRegistry$$Lambda+0x00007f15803a1280/1627883626.invoke;model/testing/NodeResolverLowering.loadNode:315;model/testing/NodeResolverLowering.payloadResolver$lambda$0:289;model.testing.NodeResolverLowering$$Lambda+0x00007f15803bf8a8/852080310.invoke;model/testing/FieldResolverDefinition$Companion.of$lambda$3:207;model.testing.FieldResolverDefinition$Companion$$Lambda+0x00007f15803a3880/2031208116.invoke;model/testing/FieldResolverDefinition$Companion.of$lambda$0:179;model.testing.FieldResolverDefinition$Companion$$Lambda+0x00007f15803a3aa0/2026849677.invoke;model/testing/FieldResolverDefinition.assemble$lambda$4:161;model.testing.FieldResolverDefinition$$Lambda+0x00007f15803c3d28/713377420.invoke;model/registry/FieldResolver$Companion.of$lambda$2:295;model.registry.FieldResolver$Companion$$Lambda+0x00007f15803c47c8/65710425.invoke;model/registry/FieldResolver.evaluateRelation:250;model/registry/FieldResolver.invoke:230;semantics/resolver26/FieldResolverTask.run:99;semantics/resolver26/LaunchBindingsAndResolversKt$installAndLaunchFieldResolver$2$3.invokeSuspend:110;kotlin/coroutines/jvm/internal/BaseContinuationImpl.resumeWith:34;kotlinx/coroutines/DispatchedTask.run:104;java/util/concurrent/ThreadPoolExecutor.runWorker:1144;java/util/concurrent/ThreadPoolExecutor$Worker.run:642;java/lang/Thread.runWith:1596;java/lang/Thread.run:1583
8	model/QPlanEngineObjectDataKt.engineObjectDataOf:99;model/QPlanEngineObjectDataKt.engineObjectDataOf:66;model/ObjectValueScope.build$model_testFixtures:112;model/ObjectConstructionKt.objectOf:24;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ArbitraryRegistry.world$lambda$6$0$0:397;semantics.arbitrary.ArbitraryRegistry$$Lambda+0x00007f15803a1280/1627883626.invoke;model/testing/NodeResolverLowering.loadNode:315;model/testing/NodeResolverLowering.payloadResolver$lambda$0:289;model.testing.NodeResolverLowering$$Lambda+0x00007f15803bf8a8/852080310.invoke;model/testing/FieldResolverDefinition$Companion.of$lambda$3:207;model.testing.FieldResolverDefinition$Companion$$Lambda+0x00007f15803a3880/2031208116.invoke;model/testing/FieldResolverDefinition$Companion.of$lambda$0:179;model.testing.FieldResolverDefinition$Companion$$Lambda+0x00007f15803a3aa0/2026849677.invoke;model/testing/FieldResolverDefinition.assemble$lambda$4:161;model.testing.FieldResolverDefinition$$Lambda+0x00007f15803c3d28/713377420.invoke;model/registry/FieldResolver$Companion.of$lambda$2:295;model.registry.FieldResolver$Companion$$Lambda+0x00007f15803c47c8/65710425.invoke;model/registry/FieldResolver.evaluateRelation:250;model/registry/FieldResolver.invoke:230;semantics/resolver26/FieldResolverTask.run:99;semantics/resolver26/LaunchBindingsAndResolversKt$installAndLaunchFieldResolver$2$3.invokeSuspend:110;kotlin/coroutines/jvm/internal/BaseContinuationImpl.resumeWith:34;kotlinx/coroutines/DispatchedTask.run:104;java/util/concurrent/ThreadPoolExecutor.runWorker:1144;java/util/concurrent/ThreadPoolExecutor$Worker.run:642;java/lang/Thread.runWith:1596;java/lang/Thread.run:1583
7	model/invariants/SchemaConformanceKt.conformsToOutputSchemaType:193;model/invariants/SchemaConformanceKt.conformsToOutputSchemaType:182;model/QPlanEngineObjectDataKt.engineObjectDataOf:99;model/QPlanEngineObjectDataKt.engineObjectDataOf:66;model/ObjectValueScope.build$model_testFixtures:112;model/ObjectConstructionKt.objectOf:24;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ArbitraryRegistry.world$lambda$6$0$0:397;semantics.arbitrary.ArbitraryRegistry$$Lambda+0x00007f15803a1280/1627883626.invoke;model/testing/NodeResolverLowering.loadNode:315;model/testing/NodeResolverLowering.payloadResolver$lambda$0:289;model.testing.NodeResolverLowering$$Lambda+0x00007f15803bf8a8/852080310.invoke;model/testing/FieldResolverDefinition$Companion.of$lambda$3:207;model.testing.FieldResolverDefinition$Companion$$Lambda+0x00007f15803a3880/2031208116.invoke;model/testing/FieldResolverDefinition$Companion.of$lambda$0:179;model.testing.FieldResolverDefinition$Companion$$Lambda+0x00007f15803a3aa0/2026849677.invoke;model/testing/FieldResolverDefinition.assemble$lambda$4:161;model.testing.FieldResolverDefinition$$Lambda+0x00007f15803c3d28/713377420.invoke;model/registry/FieldResolver$Companion.of$lambda$2:295;model.registry.FieldResolver$Companion$$Lambda+0x00007f15803c47c8/65710425.invoke;model/registry/FieldResolver.evaluateRelation:250;model/registry/FieldResolver.invoke:230;semantics/resolver26/FieldResolverTask.run:99;semantics/resolver26/LaunchBindingsAndResolversKt$installAndLaunchFieldResolver$2$3.invokeSuspend:110;kotlin/coroutines/jvm/internal/BaseContinuationImpl.resumeWith:34;kotlinx/coroutines/DispatchedTask.run:104;java/util/concurrent/ThreadPoolExecutor.runWorker:1144;java/util/concurrent/ThreadPoolExecutor$Worker.run:642;java/lang/Thread.runWith:1596;java/lang/Thread.run:1583
6	model/testing/GJSchema.lowerOrdinaryOutput:169;model/testing/GJSchema.lowerOrdinaryOutput:172;model/testing/GJSchema.lowerSourceOutput$model_testFixtures:93;model/SourceSchemaAdapter.lowerOutput:36;model/ObjectValueScope.setTo:100;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3073;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ArbitraryRegistry.world$lambda$6$0$0:397;semantics.arbitrary.ArbitraryRegistry$$Lambda+0x00007f15803a1280/1627883626.invoke;model/testing/NodeResolverLowering.loadNode:315;model/testing/NodeResolverLowering.payloadResolver$lambda$0:289;model.testing.NodeResolverLowering$$Lambda+0x00007f15803bf8a8/852080310.invoke;model/testing/FieldResolverDefinition$Companion.of$lambda$3:207;model.testing.FieldResolverDefinition$Companion$$Lambda+0x00007f15803a3880/2031208116.invoke;model/testing/FieldResolverDefinition$Companion.of$lambda$0:179;model.testing.FieldResolverDefinition$Companion$$Lambda+0x00007f15803a3aa0/2026849677.invoke;model/testing/FieldResolverDefinition.assemble$lambda$4:161;model.testing.FieldResolverDefinition$$Lambda+0x00007f15803c3d28/713377420.invoke;model/registry/FieldResolver$Companion.of$lambda$2:295;model.registry.FieldResolver$Companion$$Lambda+0x00007f15803c47c8/65710425.invoke;model/registry/FieldResolver.evaluateRelation:250;model/registry/FieldResolver.invoke:230;semantics/resolver26/FieldResolverTask.run:99;semantics/resolver26/LaunchBindingsAndResolversKt$installAndLaunchFieldResolver$2$3.invokeSuspend:110;kotlin/coroutines/jvm/internal/BaseContinuationImpl.resumeWith:34;kotlinx/coroutines/DispatchedTask.run:104;java/util/concurrent/ThreadPoolExecutor.runWorker:1144;java/util/concurrent/ThreadPoolExecutor$Worker.run:642;java/lang/Thread.runWith:1596;java/lang/Thread.run:1583
6	model/lowering/LoweredSourceCoordinatesKt.loweredFieldFromSourceCoordinate:23;model/testing/GJSchema.fieldFromSource$model_testFixtures:71;model/SourceSchemaAdapter.field:26;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3071;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ArbitraryRegistry.world$lambda$6$0$0:397;semantics.arbitrary.ArbitraryRegistry$$Lambda+0x00007f15803a1280/1627883626.invoke;model/testing/NodeResolverLowering.loadNode:315;model/testing/NodeResolverLowering.payloadResolver$lambda$0:289;model.testing.NodeResolverLowering$$Lambda+0x00007f15803bf8a8/852080310.invoke;model/testing/FieldResolverDefinition$Companion.of$lambda$3:207;model.testing.FieldResolverDefinition$Companion$$Lambda+0x00007f15803a3880/2031208116.invoke;model/testing/FieldResolverDefinition$Companion.of$lambda$0:179;model.testing.FieldResolverDefinition$Companion$$Lambda+0x00007f15803a3aa0/2026849677.invoke;model/testing/FieldResolverDefinition.assemble$lambda$4:161;model.testing.FieldResolverDefinition$$Lambda+0x00007f15803c3d28/713377420.invoke;model/registry/FieldResolver$Companion.of$lambda$2:295;model.registry.FieldResolver$Companion$$Lambda+0x00007f15803c47c8/65710425.invoke;model/registry/FieldResolver.evaluateRelation:250;model/registry/FieldResolver.invoke:230;semantics/resolver26/FieldResolverTask.run:99;semantics/resolver26/LaunchBindingsAndResolversKt$installAndLaunchFieldResolver$2$3.invokeSuspend:110;kotlin/coroutines/jvm/internal/BaseContinuationImpl.resumeWith:34;kotlinx/coroutines/DispatchedTask.run:104;java/util/concurrent/ThreadPoolExecutor.runWorker:1144;java/util/concurrent/ThreadPoolExecutor$Worker.run:642;java/lang/Thread.runWith:1596;java/lang/Thread.run:1583
5	model/testing/GJSchema.lowerOrdinaryOutput:187;model/testing/GJSchema.lowerOrdinaryOutput:172;model/testing/GJSchema.lowerSourceOutput$model_testFixtures:93;model/SourceSchemaAdapter.lowerOutput:36;model/ObjectValueScope.setTo:100;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3073;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ArbitraryRegistry.world$lambda$6$0$0:397;semantics.arbitrary.ArbitraryRegistry$$Lambda+0x00007f15803a1280/1627883626.invoke;model/testing/NodeResolverLowering.loadNode:315;model/testing/NodeResolverLowering.payloadResolver$lambda$0:289;model.testing.NodeResolverLowering$$Lambda+0x00007f15803bf8a8/852080310.invoke;model/testing/FieldResolverDefinition$Companion.of$lambda$3:207;model.testing.FieldResolverDefinition$Companion$$Lambda+0x00007f15803a3880/2031208116.invoke;model/testing/FieldResolverDefinition$Companion.of$lambda$0:179;model.testing.FieldResolverDefinition$Companion$$Lambda+0x00007f15803a3aa0/2026849677.invoke;model/testing/FieldResolverDefinition.assemble$lambda$4:161;model.testing.FieldResolverDefinition$$Lambda+0x00007f15803c3d28/713377420.invoke;model/registry/FieldResolver$Companion.of$lambda$2:295;model.registry.FieldResolver$Companion$$Lambda+0x00007f15803c47c8/65710425.invoke;model/registry/FieldResolver.evaluateRelation:250;model/registry/FieldResolver.invoke:230;semantics/resolver26/FieldResolverTask.run:99;semantics/resolver26/LaunchBindingsAndResolversKt$installAndLaunchFieldResolver$2$3.invokeSuspend:110;kotlin/coroutines/jvm/internal/BaseContinuationImpl.resumeWith:34;kotlinx/coroutines/DispatchedTask.run:104;java/util/concurrent/ThreadPoolExecutor.runWorker:1144;java/util/concurrent/ThreadPoolExecutor$Worker.run:642;java/lang/Thread.runWith:1596;java/lang/Thread.run:1583
4	model/lowering/LoweredSourceCoordinatesKt.loweredFieldFromSourceCoordinate:23;model/testing/GJSchema.fieldFromSource$model_testFixtures:71;model/SourceSchemaAdapter.field:26;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3071;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ArbitraryRegistry.world$lambda$6$0$0:397;semantics.arbitrary.ArbitraryRegistry$$Lambda+0x00007f15803a1280/1627883626.invoke;model/testing/NodeResolverLowering.loadNode:315;model/testing/NodeResolverLowering.payloadResolver$lambda$0:289;model.testing.NodeResolverLowering$$Lambda+0x00007f15803bf8a8/852080310.invoke;model/testing/FieldResolverDefinition$Companion.of$lambda$3:207;model.testing.FieldResolverDefinition$Companion$$Lambda+0x00007f15803a3880/2031208116.invoke;model/testing/FieldResolverDefinition$Companion.of$lambda$0:179;model.testing.FieldResolverDefinition$Companion$$Lambda+0x00007f15803a3aa0/2026849677.invoke;model/testing/FieldResolverDefinition.assemble$lambda$4:161;model.testing.FieldResolverDefinition$$Lambda+0x00007f15803c3d28/713377420.invoke;model/registry/FieldResolver$Companion.of$lambda$2:295;model.registry.FieldResolver$Companion$$Lambda+0x00007f15803c47c8/65710425.invoke;model/registry/FieldResolver.evaluateRelation:250;model/registry/FieldResolver.invoke:230;semantics/resolver26/FieldResolverTask.run:99;semantics/resolver26/LaunchBindingsAndResolversKt$installAndLaunchFieldResolver$2$3.invokeSuspend:110;kotlin/coroutines/jvm/internal/BaseContinuationImpl.resumeWith:34;kotlinx/coroutines/DispatchedTask.run:104;java/util/concurrent/ThreadPoolExecutor.runWorker:1144;java/util/concurrent/ThreadPoolExecutor$Worker.run:642;java/lang/Thread.runWith:1596;java/lang/Thread.run:1583
4	model/ArgumentExpressionsKt.conformsToArgumentDefinition:181;model/ObjectEngineResult$GroundKey$Companion.of:235;model/ObjectEngineResult$GroundKey$Companion.of:228;model/ObjectValueScope.field:68;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3073;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ObjectPlan.materialize:3060;semantics/arbitrary/ObjectPlan.materialize:3050;semantics/arbitrary/ListPlan.materialize:3037;semantics/arbitrary/ListPlan.materialize:3026;semantics/arbitrary/ObjectPlan.materializeObject$lambda$0:3074;semantics.arbitrary.ObjectPlan$$Lambda+0x00007f15803b2990/1691111959.invoke;model/ObjectConstructionKt.objectOf:23;semantics/arbitrary/ObjectPlan.materializeObject:3068;semantics/arbitrary/ArbitraryRegistry.world$lambda$6$0$0:397;semantics.arbitrary.ArbitraryRegistry$$Lambda+0x00007f15803a1280/1627883626.invoke;model/testing/NodeResolverLowering.loadNode:315;model/testing/NodeResolverLowering.payloadResolver$lambda$0:289;model.testing.NodeResolverLowering$$Lambda+0x00007f15803bf8a8/852080310.invoke;model/testing/FieldResolverDefinition$Companion.of$lambda$3:207;model.testing.FieldResolverDefinition$Companion$$Lambda+0x00007f15803a3880/2031208116.invoke;model/testing/FieldResolverDefinition$Companion.of$lambda$0:179;model.testing.FieldResolverDefinition$Companion$$Lambda+0x00007f15803a3aa0/2026849677.invoke;model/testing/FieldResolverDefinition.assemble$lambda$4:161;model.testing.FieldResolverDefinition$$Lambda+0x00007f15803c3d28/713377420.invoke;model/registry/FieldResolver$Companion.of$lambda$2:295;model.registry.FieldResolver$Companion$$Lambda+0x00007f15803c47c8/65710425.invoke;model/registry/FieldResolver.evaluateRelation:250;model/registry/FieldResolver.invoke:230;semantics/resolver26/FieldResolverTask.run:99;semantics/resolver26/LaunchBindingsAndResolversKt$installAndLaunchFieldResolver$2$3.invokeSuspend:110;kotlin/coroutines/jvm/internal/BaseContinuationImpl.resumeWith:34;kotlinx/coroutines/DispatchedTask.run:104;java/util/concurrent/ThreadPoolExecutor.runWorker:1144;java/util/concurrent/ThreadPoolExecutor$Worker.run:642;java/lang/Thread.runWith:1596;java/lang/Thread.run:1583
